# Au,Cu,Pd
0.370,0.330,0.300
0.530,0.080,0.390
0.500,0.110,0.390
0.530,0.060,0.410
0.520,0.100,0.380
0.550,0.040,0.410
0.590,0.010,0.400
0.590,0.010,0.400
0.600,0.010,0.390
0.600,0.010,0.390
0.620,0.000,0.380
