# Au,Cu,Pd
0.350,0.340,0.310
0.450,0.150,0.400
0.460,0.140,0.400
0.500,0.080,0.420
0.430,0.120,0.450
0.520,0.010,0.470
0.470,0.040,0.490
0.480,0.040,0.480
0.490,0.020,0.490
0.500,0.000,0.500
0.490,0.000,0.510
