# Au,Cu,Pd
0.370,0.310,0.320
0.430,0.130,0.440
0.470,0.050,0.480
0.500,0.070,0.430
0.530,0.050,0.420
0.520,0.020,0.460
0.570,0.010,0.420
0.560,0.040,0.400
0.600,0.000,0.400
0.580,0.030,0.390
0.600,0.000,0.400
0.610,0.000,0.390
