# Au,Cu,Pd
0.310,0.370,0.320
0.410,0.150,0.440
0.430,0.260,0.310
0.440,0.190,0.370
0.440,0.080,0.480
0.490,0.020,0.490
0.470,0.020,0.510
0.460,0.000,0.540
0.450,0.000,0.550
