# Au,Cu,Pd
0.340,0.340,0.320
0.500,0.100,0.400
0.500,0.130,0.370
0.560,0.040,0.400
0.490,0.060,0.450
0.470,0.050,0.480
0.510,0.060,0.430
0.530,0.010,0.460
0.540,0.000,0.460
0.570,0.000,0.430
0.570,0.000,0.430
0.580,0.000,0.420
