# Au,Cu,Pd
0.350,0.330,0.320
0.530,0.090,0.380
0.460,0.090,0.450
0.460,0.170,0.370
0.500,0.120,0.380
0.510,0.100,0.390
0.500,0.060,0.440
0.570,0.040,0.390
0.570,0.010,0.420
0.570,0.030,0.400
0.570,0.010,0.420
0.570,0.000,0.430
