# Au,Cu,Pd
0.360,0.310,0.330
0.470,0.110,0.420
0.370,0.110,0.520
0.400,0.080,0.520
0.360,0.070,0.570
0.340,0.100,0.560
0.380,0.050,0.570
0.380,0.050,0.570
0.410,0.030,0.560
0.420,0.020,0.560
0.420,0.020,0.560
0.430,0.020,0.550
0.450,0.000,0.550
