# Au,Cu,Pd
0.350,0.340,0.310
0.530,0.120,0.350
0.420,0.120,0.460
0.450,0.070,0.480
0.470,0.090,0.440
0.500,0.060,0.440
0.510,0.030,0.460
0.530,0.020,0.450
0.550,0.000,0.450
0.540,0.000,0.460
0.530,0.000,0.470
0.540,0.000,0.460
