# Au,Cu,Pd
0.380,0.320,0.300
0.490,0.090,0.420
0.460,0.110,0.430
0.490,0.100,0.410
0.540,0.050,0.410
0.570,0.030,0.400
0.580,0.030,0.390
0.580,0.040,0.380
0.550,0.020,0.430
0.570,0.010,0.420
0.560,0.000,0.440
