# Au,Cu,Pd
0.320,0.360,0.320
0.490,0.140,0.370
0.420,0.140,0.440
0.450,0.120,0.430
0.510,0.020,0.470
0.530,0.030,0.440
0.520,0.040,0.440
0.560,0.040,0.400
0.560,0.040,0.400
0.570,0.000,0.430
0.560,0.010,0.430
0.570,0.010,0.420
0.570,0.000,0.430
0.570,0.000,0.430
