# Au,Cu,Pd
0.340,0.360,0.300
0.520,0.090,0.390
0.510,0.040,0.450
0.460,0.120,0.420
0.460,0.090,0.450
0.470,0.060,0.470
0.480,0.030,0.490
0.490,0.040,0.470
0.500,0.010,0.490
0.510,0.000,0.490
0.510,0.010,0.480
0.490,0.000,0.510
