# Au_b,Cu_b,Pt_b,Au_isc,Cu_isc,Pt_isc,Au_fsc,Cu_fsc,Pt_fsc,Sd
0.450 0.450 0.100 0.410 0.530 0.060 0.850 0.000 0.150 0.230
0.450 0.400 0.150 0.490 0.340 0.170 0.710 0.000 0.290 0.267
0.450 0.350 0.200 0.460 0.320 0.220 0.650 0.000 0.350 0.260
0.450 0.300 0.250 0.500 0.300 0.200 0.720 0.000 0.280 0.331
0.450 0.250 0.300 0.430 0.240 0.330 0.620 0.000 0.380 0.439
0.450 0.200 0.350 0.460 0.180 0.360 0.540 0.000 0.460 0.439
0.450 0.150 0.400 0.430 0.150 0.420 0.560 0.000 0.440 0.507
0.450 0.100 0.450 0.420 0.090 0.490 0.460 0.000 0.540 0.669
0.450 0.050 0.500 0.400 0.030 0.570 0.400 0.000 0.600 0.794
0.450 0.000 0.550 0.460 0.000 0.540 0.440 0.000 0.560 0.936
0.400 0.600 0.000 0.420 0.580 0.000 1.000 0.000 0.000 0.182
0.400 0.550 0.050 0.390 0.550 0.060 0.860 0.000 0.140 0.196
0.400 0.500 0.100 0.420 0.490 0.090 0.760 0.000 0.240 0.209
0.400 0.450 0.150 0.440 0.410 0.150 0.680 0.000 0.320 0.199
0.400 0.400 0.200 0.400 0.400 0.200 0.710 0.000 0.290 0.260
0.400 0.350 0.250 0.390 0.350 0.260 0.620 0.000 0.380 0.328
0.400 0.300 0.300 0.410 0.290 0.300 0.560 0.000 0.440 0.392
0.400 0.250 0.350 0.370 0.300 0.330 0.520 0.000 0.480 0.331
0.400 0.200 0.400 0.390 0.210 0.400 0.450 0.000 0.550 0.503
0.400 0.150 0.450 0.430 0.180 0.390 0.490 0.000 0.510 0.507
0.400 0.100 0.500 0.410 0.130 0.460 0.450 0.000 0.550 0.527
0.400 0.050 0.550 0.410 0.040 0.550 0.410 0.000 0.590 0.794
0.400 0.000 0.600 0.430 0.000 0.570 0.420 0.000 0.580 0.939
0.350 0.650 0.000 0.350 0.650 0.000 1.000 0.000 0.000 0.128
0.350 0.600 0.050 0.330 0.620 0.050 0.940 0.000 0.060 0.182
0.350 0.550 0.100 0.330 0.590 0.080 0.970 0.000 0.030 0.125
0.350 0.500 0.150 0.310 0.540 0.150 0.720 0.000 0.280 0.216
0.350 0.450 0.200 0.300 0.480 0.220 0.560 0.000 0.440 0.243
0.350 0.400 0.250 0.320 0.420 0.260 0.570 0.000 0.430 0.307
0.350 0.350 0.300 0.370 0.310 0.320 0.520 0.000 0.480 0.412
0.350 0.300 0.350 0.340 0.310 0.350 0.470 0.000 0.530 0.314
0.350 0.250 0.400 0.350 0.260 0.390 0.450 0.000 0.550 0.459
0.350 0.200 0.450 0.340 0.200 0.460 0.420 0.000 0.580 0.480
0.350 0.150 0.500 0.310 0.170 0.520 0.400 0.000 0.600 0.510
0.350 0.100 0.550 0.330 0.110 0.560 0.380 0.000 0.620 0.720
0.350 0.050 0.600 0.320 0.040 0.640 0.300 0.000 0.700 0.770
0.350 0.000 0.650 0.310 0.000 0.690 0.310 0.000 0.690 0.993
0.300 0.700 0.000 0.310 0.690 0.000 1.000 0.000 0.000 0.115
0.300 0.650 0.050 0.270 0.660 0.070 0.810 0.000 0.190 0.179
0.300 0.600 0.100 0.280 0.620 0.100 0.750 0.000 0.250 0.135
0.300 0.550 0.150 0.290 0.560 0.150 0.680 0.000 0.320 0.199
0.300 0.500 0.200 0.290 0.480 0.230 0.650 0.000 0.350 0.209
0.300 0.450 0.250 0.300 0.450 0.250 0.610 0.000 0.390 0.226
0.300 0.400 0.300 0.260 0.430 0.310 0.450 0.000 0.550 0.233
0.300 0.350 0.350 0.310 0.370 0.320 0.470 0.000 0.530 0.301
0.300 0.300 0.400 0.300 0.290 0.410 0.430 0.000 0.570 0.361
0.300 0.250 0.450 0.280 0.320 0.400 0.470 0.000 0.530 0.338
0.300 0.200 0.500 0.260 0.210 0.530 0.330 0.010 0.660 0.466
0.300 0.150 0.550 0.340 0.150 0.510 0.370 0.000 0.630 0.611
0.300 0.100 0.600 0.280 0.100 0.620 0.290 0.000 0.710 0.669
0.300 0.050 0.650 0.400 0.070 0.530 0.400 0.010 0.590 0.726
0.300 0.000 0.700 0.280 0.000 0.720 0.270 0.000 0.730 0.986
0.250 0.750 0.000 0.260 0.740 0.000 1.000 0.000 0.000 0.095
0.250 0.700 0.050 0.270 0.680 0.050 0.930 0.000 0.070 0.135
0.250 0.650 0.100 0.310 0.610 0.080 0.680 0.000 0.320 0.159
0.250 0.600 0.150 0.260 0.600 0.140 0.650 0.000 0.350 0.162
0.250 0.550 0.200 0.290 0.510 0.200 0.590 0.000 0.410 0.155
0.250 0.500 0.250 0.280 0.530 0.190 0.610 0.000 0.390 0.166
0.250 0.450 0.300 0.240 0.490 0.270 0.470 0.000 0.530 0.223
0.250 0.400 0.350 0.280 0.410 0.310 0.540 0.000 0.460 0.240
0.250 0.350 0.400 0.250 0.330 0.420 0.390 0.000 0.610 0.294
0.250 0.300 0.450 0.230 0.290 0.480 0.330 0.000 0.670 0.426
0.250 0.250 0.500 0.190 0.280 0.530 0.330 0.000 0.670 0.432
0.250 0.200 0.550 0.260 0.180 0.560 0.320 0.010 0.670 0.500
0.250 0.150 0.600 0.260 0.130 0.610 0.280 0.010 0.710 0.507
0.250 0.100 0.650 0.200 0.110 0.690 0.210 0.010 0.780 0.618
0.250 0.050 0.700 0.230 0.060 0.710 0.250 0.000 0.750 0.730
0.250 0.000 0.750 0.250 0.000 0.750 0.240 0.000 0.760 0.986
0.200 0.800 0.000 0.180 0.820 0.000 1.000 0.000 0.000 0.061
0.200 0.750 0.050 0.200 0.750 0.050 0.850 0.000 0.150 0.088
0.200 0.700 0.100 0.210 0.690 0.100 0.730 0.000 0.270 0.111
0.200 0.650 0.150 0.160 0.660 0.180 0.620 0.000 0.380 0.115
0.200 0.600 0.200 0.210 0.580 0.210 0.590 0.000 0.410 0.182
0.200 0.550 0.250 0.180 0.540 0.280 0.440 0.000 0.560 0.162
0.200 0.500 0.300 0.160 0.540 0.300 0.340 0.000 0.660 0.206
0.200 0.450 0.350 0.230 0.430 0.340 0.360 0.000 0.640 0.223
0.200 0.400 0.400 0.200 0.370 0.430 0.260 0.000 0.740 0.301
0.200 0.350 0.450 0.220 0.360 0.420 0.380 0.000 0.620 0.277
0.200 0.300 0.500 0.170 0.290 0.540 0.290 0.000 0.710 0.328
0.200 0.250 0.550 0.200 0.260 0.540 0.310 0.010 0.680 0.449
0.200 0.200 0.600 0.230 0.200 0.570 0.300 0.000 0.700 0.436
0.200 0.150 0.650 0.220 0.180 0.600 0.270 0.000 0.730 0.568
0.200 0.100 0.700 0.180 0.080 0.740 0.180 0.000 0.820 0.709
0.200 0.050 0.750 0.180 0.050 0.770 0.200 0.010 0.790 0.818
0.200 0.000 0.800 0.180 0.000 0.820 0.180 0.000 0.820 1.000
0.150 0.850 0.000 0.140 0.860 0.000 1.000 0.000 0.000 0.054
0.150 0.800 0.050 0.150 0.810 0.040 0.820 0.000 0.180 0.057
0.150 0.750 0.100 0.140 0.760 0.100 0.780 0.000 0.220 0.061
0.150 0.700 0.150 0.150 0.680 0.170 0.510 0.000 0.490 0.118
0.150 0.650 0.200 0.120 0.630 0.250 0.550 0.000 0.450 0.111
0.150 0.600 0.250 0.110 0.630 0.260 0.390 0.000 0.610 0.128
0.150 0.550 0.300 0.110 0.590 0.300 0.330 0.000 0.670 0.162
0.150 0.500 0.350 0.130 0.540 0.330 0.380 0.000 0.620 0.277
0.150 0.450 0.400 0.140 0.470 0.390 0.230 0.000 0.770 0.236
0.150 0.400 0.450 0.130 0.400 0.470 0.230 0.000 0.770 0.277
0.150 0.350 0.500 0.160 0.320 0.520 0.260 0.000 0.740 0.341
0.150 0.300 0.550 0.170 0.300 0.530 0.230 0.000 0.770 0.399
0.150 0.250 0.600 0.170 0.230 0.600 0.200 0.010 0.790 0.409
0.150 0.200 0.650 0.170 0.200 0.630 0.300 0.010 0.690 0.541
0.150 0.150 0.700 0.120 0.160 0.720 0.150 0.000 0.850 0.527
0.150 0.100 0.750 0.140 0.100 0.760 0.140 0.010 0.850 0.666
0.150 0.050 0.800 0.140 0.030 0.830 0.140 0.000 0.860 0.838
0.150 0.000 0.850 0.140 0.000 0.860 0.140 0.000 0.860 1.000
0.100 0.900 0.000 0.090 0.910 0.000 1.000 0.000 0.000 0.027
0.100 0.850 0.050 0.100 0.860 0.040 1.000 0.000 0.000 0.010
0.100 0.800 0.100 0.100 0.820 0.080 0.570 0.000 0.430 0.071
0.100 0.750 0.150 0.100 0.740 0.160 0.380 0.000 0.620 0.044
0.100 0.700 0.200 0.110 0.680 0.210 0.270 0.000 0.730 0.088
0.100 0.650 0.250 0.110 0.630 0.260 0.320 0.000 0.680 0.135
0.100 0.600 0.300 0.130 0.610 0.260 0.300 0.000 0.700 0.111
0.100 0.550 0.350 0.100 0.530 0.370 0.300 0.000 0.700 0.182
0.100 0.500 0.400 0.090 0.530 0.380 0.180 0.000 0.820 0.203
0.100 0.450 0.450 0.100 0.540 0.360 0.070 0.000 0.930 0.203
0.100 0.400 0.500 0.110 0.410 0.480 0.220 0.000 0.780 0.260
0.100 0.350 0.550 0.120 0.320 0.560 0.160 0.010 0.830 0.311
0.100 0.300 0.600 0.090 0.320 0.590 0.160 0.000 0.840 0.392
