# Pd,Pt,Ru
0.389,0.355,0.257
0.449,0.488,0.063
0.477,0.505,0.018
0.468,0.523,0.009
0.455,0.536,0.009
0.451,0.540,0.009
0.450,0.550,0.000
0.455,0.545,0.000
0.455,0.545,0.000
