# Pd,Pt,Ru
0.361,0.338,0.301
0.532,0.404,0.064
0.527,0.440,0.033
0.522,0.467,0.011
0.551,0.449,0.000
0.567,0.433,0.000
0.543,0.446,0.011
0.543,0.457,0.000
0.543,0.457,0.000
