# Pd,Pt,Ru
0.324,0.328,0.348
0.402,0.457,0.141
0.505,0.409,0.086
0.505,0.462,0.032
0.510,0.469,0.020
0.531,0.458,0.010
0.516,0.474,0.011
0.537,0.463,0.000
0.537,0.463,0.000
