# Pd,Pt,Ru
0.372,0.328,0.301
0.462,0.471,0.067
0.495,0.495,0.009
0.509,0.473,0.018
0.519,0.481,0.000
0.514,0.486,0.000
0.528,0.472,0.000
0.528,0.472,0.000
