# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru,n_Ag,n_Au,n_Cu,n_Ir,n_Pd,n_Pt,n_Rh,n_Ru,dE,CN,db_rowidx
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.283783,4,2
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.349842,4,4
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.159571,4,10
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.072200,4,12
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.423426,4,14
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.157945,4,20
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.094237,4,21
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.508184,4,23
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,-2.478621,4,25
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-0.572291,4,27
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-0.980408,4,29
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-1.551553,4,31
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-2.549644,4,33
1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.157283,4,37
0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.227576,4,38
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.569440,4,40
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.737996,4,44
1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.021673,4,54
0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,-0.026580,4,55
0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,-0.236288,4,57
0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,-0.272417,4,61
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.063714,3,71
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.041487,3,73
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.422728,4,75
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,-0.426180,3,78
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-0.853949,3,80
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-0.830413,3,82
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.038749,3,88
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-0.014384,3,90
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,-0.229398,3,92
0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,-1.779762,3,94
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,-0.190037,3,96
0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,-0.619670,3,97
0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,-0.990670,3,99
0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,-1.643568,3,101
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.100579,3,105
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.154015,4,107
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.479119,3,109
1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.069458,3,122
0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.118810,3,124
0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,-0.230224,3,126
0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,-1.744793,3,128
0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,-0.222698,3,130
0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,-0.564254,3,132
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,-1.033963,3,133
0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,-1.655711,3,135
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.115439,4,139
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.171857,4,141
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.509941,4,143
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,-2.981469,4,145
0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.756937,4,147
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-1.268740,4,148
0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-1.952554,4,150
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-3.087169,4,152
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.207836,3,156
0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.313111,4,158
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.533040,4,160
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.557267,4,163
0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-1.048657,4,165
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.253094,3,173
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.276696,3,174
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.678319,3,176
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,-2.305492,4,178
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.838327,3,180
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.374833,3,182
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,-1.486525,4,184
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,-3.172180,3,186
1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-0.341401,3,190
0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-0.388544,3,192
0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,-0.861455,3,194
0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,-1.143698,3,197
0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,-1.814635,3,199
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,-1.205918,4,201
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1.979079,4,203
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.141987,3,206
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.170697,3,208
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,-0.510367,3,210
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-1.066052,4,216
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.025341,4,224
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.018372,3,226
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.360086,4,228
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-1.890326,4,230
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.463199,3,232
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.755510,3,234
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-1.222821,4,235
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.038511,3,241
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.012974,3,243
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.229560,3,245
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,-1.634250,4,246
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,-0.251605,3,248
0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.526622,4,250
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.941440,4,252
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.116315,4,257
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.504229,4,261
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-2.761827,4,263
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.699069,4,265
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.171313,4,267
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,-1.788436,4,269
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,-2.825624,4,271
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.117933,3,275
0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.239995,3,277
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.421268,3,279
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,-2.133477,3,281
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,-0.441564,3,283
0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.904012,3,284
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-1.236766,3,286
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2.007832,3,288
1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,-0.047380,3,308
0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,-0.058640,3,310
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-0.101533,3,326
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-0.097009,3,327
0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,-0.470485,3,329
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,-0.521953,3,333
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,-0.963415,3,335
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-0.138864,4,343
0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-0.185703,3,345
0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,-0.502149,4,347
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,-1.932766,4,349
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-1.228482,4,354
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2.250375,4,356
1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.148890,3,360
0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.176901,3,362
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.551761,3,364
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-2.898886,4,366
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.741620,3,368
0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-1.260067,3,370
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-1.868625,3,371
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.086464,3,377
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.244362,3,379
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.231931,3,381
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,-0.997317,3,383
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.054587,3,385
0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,-0.384208,3,387
0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,-0.410012,3,389
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,-0.953344,3,390
1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-0.090021,4,394
0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-0.123215,4,396
0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,-0.515054,4,398
0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,-2.850040,4,400
0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,-0.704408,4,401
0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,-1.186485,4,403
0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,-1.878332,4,405
0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,-3.018514,4,407
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.132048,3,411
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.163000,3,413
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.398060,3,415
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.922750,4,421
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.117241,3,428
0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.017846,4,430
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-0.078237,3,432
0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,-1.402603,3,433
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0.047971,3,435
0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,-0.423952,4,437
1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.079385,3,462
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.033286,3,464
0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,-0.155901,3,466
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,-0.652220,3,468
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0.189587,3,469
0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.012549,3,471
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,-0.070907,3,473
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.252036,3,479
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.346196,3,481
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.665741,3,483
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-3.063844,3,485
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-0.835983,3,487
0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1.421435,3,489
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-1.979548,3,490
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-3.027598,3,492
1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.164667,3,496
0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.266037,3,498
0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,-0.066094,3,500
0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,-1.071615,3,502
0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,-0.010334,3,504
0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,-0.184558,3,506
0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,-0.565658,3,507
0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,-0.980795,3,509
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.340861,4,513
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.155704,4,516
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.837576,4,526
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-0.153052,3,530
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,-0.548892,3,533
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.309500,4,547
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.312262,4,548
0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.819903,4,550
0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,-3.642945,4,552
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,-0.913558,4,554
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-1.527264,4,556
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,-2.418122,4,558
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-3.947358,4,560
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.011508,3,564
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.116470,4,566
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.316169,4,568
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1.765413,4,570
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.281513,4,572
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,-0.568578,4,574
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,-1.031881,4,576
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-1.671775,4,577
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.080751,3,581
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.082970,3,583
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.457972,3,585
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,-2.577182,3,587
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-0.651683,3,588
0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-1.069908,3,590
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,-1.671493,3,592
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-2.582835,4,594
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-0.068581,3,598
0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.123068,3,600
0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-0.437288,4,602
0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,-1.923113,4,604
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,-0.444324,4,606
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-0.616367,4,608
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,-1.202149,4,610
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,-1.998659,4,611
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.169465,3,615
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.125466,3,617
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.523216,3,619
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,-0.421679,3,623
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,-0.751841,4,625
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.242656,3,633
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.272403,3,635
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.114603,3,637
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.114615,3,639
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-0.255925,3,641
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.347557,3,649
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.377107,3,650
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.773098,3,652
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-3.234794,3,654
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.944892,3,656
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.517832,3,658
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,-2.135956,3,660
1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,-0.131819,3,666
0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,-0.226233,3,668
0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,-0.467083,3,670
0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,-2.646019,3,671
0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,-0.596502,3,673
0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,-1.138342,3,675
0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,-1.604637,3,677
0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,-2.539441,3,679
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.028800,3,717
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.023527,3,719
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.395890,3,721
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.480931,3,724
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-2.021378,4,730
1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-0.092340,4,734
0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-0.177111,4,736
0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,-0.797789,4,741
0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,-1.373521,4,743
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-0.082639,3,751
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,-0.102610,3,753
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,-0.367847,3,755
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,-1.784023,4,757
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,-0.232150,3,759
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,-0.620226,3,761
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,-0.983032,3,763
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,-1.571603,4,764
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.124123,3,768
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.187969,3,770
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.482562,3,772
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-2.620327,3,774
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-0.652342,3,776
0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1.157691,3,778
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-1.682083,3,779
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-2.556381,3,781
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.021003,4,785
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.022076,3,787
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.412694,3,792
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.773052,3,794
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-0.036804,3,802
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-0.025749,3,804
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,-0.408943,3,806
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,-2.294469,3,808
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,-0.504099,3,810
0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,-0.889836,3,812
0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,-1.444052,3,813
0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,-2.326301,3,815
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.072095,3,819
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.080115,3,821
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.431002,3,823
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-2.286999,3,825
0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,-0.479417,3,827
0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,-0.893414,3,829
0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,-1.387732,3,830
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,-2.162582,4,832
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.003758,3,836
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-0.108163,3,838
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,-0.236972,4,840
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,-1.041671,3,842
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,-0.026541,3,844
0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,-0.291450,3,845
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,-0.373171,3,847
0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,-0.811637,3,849
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.013853,3,853
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.082017,3,855
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.272326,3,857
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,-1.930287,3,858
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,-0.310074,3,860
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,-0.728576,3,862
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,-1.066351,3,864
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,-1.767926,3,866
1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-0.048927,3,870
0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-0.039132,3,872
0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,-0.451801,3,874
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,-2.821491,3,876
0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,-0.737861,3,877
0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,-1.175636,3,879
0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,-1.870637,3,881
0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,-2.937709,3,883
1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-0.158412,3,887
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-0.163496,3,889
0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,-0.535226,3,890
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,-2.350581,3,892
0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,-0.585301,3,894
0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,-1.042054,4,896
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,-1.460345,3,898
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-2.328968,3,900
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-0.082655,3,921
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.209625,4,923
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,-0.377695,3,925
0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,-0.474187,3,928
0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,-0.960091,3,930
0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,-1.193027,3,932
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.127736,3,938
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.181284,3,940
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,-0.168100,4,942
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,-1.709523,4,944
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-0.240728,4,946
0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,-0.526855,4,948
0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,-1.009753,4,949
0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,-1.641385,4,951
1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-0.176326,3,955
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-0.244324,3,957
