# Ir,Pd,Pt,Rh,Ru
0.206,0.172,0.169,0.223,0.230
0.236,0.219,0.197,0.242,0.107
0.235,0.221,0.199,0.250,0.096
0.240,0.216,0.168,0.248,0.128
0.227,0.218,0.227,0.244,0.084
0.250,0.224,0.181,0.250,0.095
0.248,0.230,0.195,0.248,0.080
0.243,0.216,0.225,0.243,0.072
0.241,0.214,0.223,0.250,0.071
0.232,0.205,0.223,0.259,0.080
0.236,0.200,0.218,0.255,0.091
0.252,0.206,0.224,0.243,0.075
0.267,0.210,0.210,0.238,0.076
0.267,0.210,0.210,0.238,0.076
