# Ir,Pd,Pt,Rh,Ru
0.152,0.257,0.216,0.182,0.193
0.166,0.262,0.262,0.248,0.062
0.165,0.307,0.236,0.244,0.047
0.172,0.262,0.279,0.246,0.041
0.190,0.216,0.293,0.250,0.052
0.205,0.232,0.268,0.250,0.045
0.189,0.236,0.264,0.264,0.047
0.206,0.255,0.255,0.255,0.029
0.206,0.265,0.255,0.255,0.020
0.212,0.253,0.253,0.263,0.020
0.212,0.253,0.253,0.263,0.020
