# Ir,Pd,Pt,Rh,Ru
0.203,0.159,0.247,0.206,0.186
0.194,0.183,0.280,0.269,0.074
0.248,0.181,0.255,0.262,0.054
0.242,0.174,0.273,0.265,0.045
0.252,0.183,0.244,0.267,0.053
0.242,0.189,0.250,0.258,0.061
0.252,0.191,0.252,0.244,0.061
0.246,0.175,0.262,0.254,0.063
0.236,0.181,0.276,0.252,0.055
0.236,0.181,0.276,0.252,0.055
