# Ir,Pd,Pt,Rh,Ru
0.193,0.199,0.196,0.230,0.182
0.264,0.201,0.214,0.208,0.113
0.267,0.267,0.199,0.178,0.089
0.272,0.288,0.184,0.192,0.064
0.213,0.262,0.221,0.246,0.057
0.198,0.298,0.207,0.264,0.033
0.200,0.296,0.217,0.261,0.026
0.212,0.301,0.186,0.265,0.035
0.210,0.324,0.190,0.257,0.019
0.206,0.336,0.187,0.252,0.019
0.213,0.333,0.185,0.250,0.019
0.213,0.333,0.185,0.250,0.019
0.208,0.340,0.179,0.255,0.019
0.208,0.340,0.179,0.255,0.019
