# Ir,Pd,Pt,Rh,Ru
0.213,0.203,0.182,0.176,0.226
0.278,0.225,0.225,0.183,0.089
0.292,0.222,0.222,0.167,0.097
0.272,0.250,0.235,0.176,0.066
0.261,0.270,0.243,0.183,0.043
0.264,0.271,0.233,0.178,0.054
0.279,0.270,0.238,0.172,0.041
0.276,0.276,0.228,0.179,0.041
0.281,0.264,0.231,0.182,0.041
0.281,0.264,0.231,0.182,0.041
