# Ir,Pd,Pt,Rh,Ru
0.257,0.166,0.213,0.189,0.176
0.317,0.168,0.217,0.236,0.062
0.341,0.196,0.203,0.210,0.051
0.331,0.213,0.181,0.228,0.047
0.347,0.212,0.169,0.203,0.068
0.353,0.202,0.185,0.210,0.050
0.353,0.202,0.185,0.210,0.050
0.353,0.202,0.185,0.210,0.050
