# Ir,Pd,Pt,Rh,Ru
0.169,0.176,0.155,0.223,0.277
0.229,0.163,0.157,0.281,0.170
0.231,0.162,0.171,0.316,0.120
0.263,0.193,0.158,0.316,0.070
0.292,0.198,0.132,0.302,0.075
0.270,0.216,0.135,0.279,0.099
0.288,0.234,0.144,0.270,0.063
0.291,0.227,0.145,0.273,0.064
0.299,0.234,0.159,0.271,0.037
0.290,0.234,0.159,0.280,0.037
0.295,0.238,0.143,0.286,0.038
0.298,0.250,0.135,0.279,0.038
0.321,0.236,0.132,0.274,0.038
0.318,0.243,0.131,0.271,0.037
0.318,0.243,0.131,0.271,0.037
