# Ir,Pd,Pt,Rh,Ru
0.182,0.240,0.155,0.199,0.223
0.245,0.297,0.148,0.213,0.097
0.292,0.250,0.174,0.215,0.069
0.244,0.283,0.165,0.260,0.047
0.270,0.270,0.157,0.252,0.052
0.278,0.296,0.176,0.213,0.037
0.281,0.281,0.202,0.219,0.018
0.286,0.295,0.179,0.223,0.018
0.286,0.295,0.179,0.223,0.018
