# Ir,Pd,Pt,Rh,Ru
0.182,0.176,0.196,0.206,0.240
0.221,0.186,0.203,0.244,0.145
0.232,0.197,0.218,0.254,0.099
0.246,0.184,0.237,0.263,0.070
0.257,0.229,0.248,0.219,0.048
0.265,0.225,0.216,0.255,0.039
0.245,0.224,0.224,0.265,0.041
0.270,0.213,0.225,0.258,0.034
0.287,0.207,0.207,0.276,0.023
0.276,0.207,0.218,0.276,0.023
0.276,0.207,0.218,0.276,0.023
