# Ir,Pd,Pt,Rh,Ru
0.162,0.169,0.220,0.220,0.230
0.167,0.131,0.274,0.292,0.137
0.204,0.153,0.219,0.314,0.109
0.210,0.174,0.246,0.261,0.109
0.211,0.188,0.273,0.242,0.086
0.221,0.176,0.267,0.260,0.076
0.220,0.173,0.283,0.252,0.071
0.195,0.195,0.297,0.258,0.055
0.200,0.192,0.292,0.254,0.062
0.195,0.195,0.297,0.258,0.055
0.195,0.195,0.289,0.266,0.055
0.195,0.195,0.289,0.266,0.055
