# Ir,Pd,Pt,Rh,Ru
0.196,0.186,0.223,0.240,0.155
0.237,0.195,0.260,0.237,0.071
0.236,0.181,0.243,0.271,0.069
0.278,0.190,0.254,0.238,0.040
0.293,0.216,0.224,0.224,0.043
0.279,0.207,0.243,0.243,0.027
0.282,0.200,0.245,0.245,0.027
0.296,0.194,0.241,0.241,0.028
0.290,0.196,0.243,0.252,0.019
0.290,0.196,0.243,0.252,0.019
