# Ir,Pd,Pt,Rh,Ru
0.220,0.176,0.213,0.213,0.179
0.291,0.179,0.246,0.207,0.078
0.286,0.203,0.158,0.256,0.098
0.298,0.198,0.190,0.240,0.074
0.303,0.193,0.193,0.244,0.067
0.288,0.203,0.178,0.288,0.042
0.295,0.196,0.188,0.286,0.036
0.277,0.196,0.188,0.304,0.036
0.274,0.195,0.186,0.310,0.035
0.274,0.195,0.186,0.310,0.035
