# Ir,Pd,Pt,Rh,Ru
0.199,0.196,0.203,0.220,0.182
0.265,0.216,0.253,0.210,0.056
0.212,0.234,0.263,0.226,0.066
0.224,0.276,0.269,0.194,0.037
0.229,0.267,0.275,0.183,0.046
0.227,0.258,0.280,0.189,0.045
0.221,0.252,0.282,0.198,0.046
0.223,0.254,0.285,0.192,0.046
0.223,0.254,0.285,0.192,0.046
0.221,0.252,0.282,0.191,0.053
0.220,0.250,0.280,0.197,0.053
0.221,0.244,0.290,0.198,0.046
0.221,0.244,0.290,0.198,0.046
