# Ir,Pd,Pt,Rh,Ru
0.199,0.209,0.213,0.193,0.186
0.271,0.174,0.265,0.194,0.097
0.261,0.218,0.225,0.232,0.063
0.261,0.231,0.246,0.209,0.052
0.262,0.238,0.254,0.208,0.038
0.260,0.228,0.276,0.197,0.039
0.264,0.240,0.264,0.192,0.040
0.264,0.248,0.256,0.192,0.040
0.264,0.240,0.256,0.192,0.048
0.260,0.236,0.268,0.189,0.047
0.260,0.236,0.268,0.189,0.047
