# Ir,Pd,Pt,Rh,Ru
0.223,0.199,0.203,0.209,0.166
0.258,0.209,0.225,0.220,0.088
0.247,0.209,0.228,0.241,0.076
0.236,0.222,0.222,0.257,0.062
0.237,0.215,0.230,0.252,0.067
0.233,0.240,0.194,0.264,0.070
0.244,0.260,0.189,0.268,0.039
0.237,0.252,0.214,0.252,0.046
0.239,0.254,0.209,0.254,0.045
0.241,0.256,0.203,0.263,0.038
0.241,0.256,0.203,0.263,0.038
