# Ir,Pd,Pt,Rh,Ru
0.209,0.220,0.169,0.213,0.189
0.253,0.281,0.158,0.199,0.110
0.237,0.263,0.195,0.237,0.068
0.240,0.273,0.182,0.223,0.083
0.241,0.259,0.188,0.241,0.071
0.239,0.248,0.212,0.230,0.071
0.243,0.234,0.216,0.234,0.072
0.250,0.250,0.205,0.232,0.062
0.257,0.230,0.204,0.239,0.071
0.252,0.234,0.207,0.243,0.063
0.243,0.234,0.216,0.243,0.063
0.233,0.224,0.224,0.259,0.060
0.230,0.221,0.221,0.265,0.062
0.230,0.221,0.221,0.265,0.062
