# Ir,Pd,Pt,Rh,Ru
0.169,0.240,0.203,0.172,0.216
0.185,0.308,0.231,0.215,0.062
0.195,0.301,0.186,0.230,0.088
0.220,0.303,0.156,0.220,0.101
0.177,0.344,0.156,0.229,0.094
0.182,0.323,0.162,0.253,0.081
0.180,0.320,0.160,0.260,0.080
0.184,0.337,0.153,0.255,0.071
0.189,0.326,0.158,0.253,0.074
0.186,0.340,0.155,0.247,0.072
0.186,0.340,0.155,0.247,0.072
