# Ir,Pd,Pt,Rh,Ru
0.199,0.216,0.206,0.179,0.199
0.203,0.242,0.209,0.275,0.072
0.221,0.227,0.201,0.286,0.065
0.192,0.267,0.225,0.283,0.033
0.180,0.250,0.234,0.281,0.055
0.176,0.235,0.235,0.311,0.042
0.178,0.237,0.246,0.322,0.017
0.174,0.243,0.243,0.322,0.017
0.172,0.241,0.241,0.328,0.017
0.172,0.241,0.241,0.328,0.017
