# Ir,Pd,Pt,Rh,Ru
0.169,0.247,0.223,0.179,0.182
0.191,0.223,0.274,0.185,0.127
0.204,0.226,0.255,0.219,0.095
0.197,0.220,0.258,0.235,0.091
0.202,0.250,0.242,0.218,0.089
0.214,0.274,0.214,0.214,0.085
0.198,0.281,0.215,0.207,0.099
0.192,0.267,0.233,0.200,0.108
0.205,0.282,0.231,0.197,0.085
0.207,0.281,0.231,0.190,0.091
0.207,0.281,0.240,0.190,0.083
0.207,0.281,0.240,0.190,0.083
