# Ir,Pd,Pt,Rh,Ru
0.209,0.189,0.199,0.179,0.223
0.235,0.221,0.228,0.215,0.101
0.276,0.231,0.231,0.179,0.082
0.227,0.273,0.197,0.205,0.098
0.197,0.287,0.205,0.230,0.082
0.195,0.288,0.212,0.246,0.059
0.195,0.283,0.221,0.239,0.062
0.181,0.284,0.241,0.241,0.052
0.188,0.274,0.239,0.248,0.051
0.188,0.274,0.239,0.248,0.051
