# Ir,Pd,Pt,Rh,Ru
0.162,0.179,0.213,0.223,0.223
0.154,0.185,0.269,0.277,0.115
0.159,0.212,0.248,0.257,0.124
0.185,0.222,0.259,0.250,0.083
0.162,0.248,0.267,0.238,0.086
0.136,0.272,0.282,0.252,0.058
0.142,0.274,0.264,0.255,0.066
0.152,0.276,0.267,0.257,0.048
0.154,0.269,0.269,0.260,0.048
0.155,0.272,0.272,0.252,0.049
0.149,0.277,0.287,0.248,0.040
0.146,0.282,0.272,0.262,0.039
0.155,0.262,0.282,0.262,0.039
0.155,0.262,0.282,0.262,0.039
