# Ir,Pd,Pt,Rh,Ru
0.206,0.209,0.223,0.203,0.159
0.222,0.261,0.261,0.216,0.040
0.240,0.247,0.247,0.227,0.039
0.254,0.276,0.239,0.209,0.022
0.242,0.250,0.225,0.225,0.058
0.243,0.243,0.226,0.235,0.052
0.222,0.241,0.250,0.231,0.056
0.236,0.255,0.245,0.208,0.057
0.221,0.260,0.260,0.212,0.048
0.219,0.267,0.257,0.210,0.048
0.219,0.267,0.257,0.210,0.048
