# Ir,Pd,Pt,Rh,Ru
0.209,0.253,0.152,0.196,0.189
0.275,0.251,0.156,0.210,0.108
0.279,0.252,0.156,0.204,0.109
0.273,0.273,0.136,0.220,0.098
0.278,0.271,0.135,0.218,0.098
0.283,0.267,0.150,0.217,0.083
0.245,0.282,0.155,0.227,0.091
0.231,0.269,0.154,0.260,0.087
0.230,0.270,0.160,0.270,0.070
0.250,0.271,0.177,0.229,0.073
0.259,0.282,0.129,0.259,0.071
0.262,0.274,0.131,0.262,0.071
0.262,0.274,0.131,0.262,0.071
