# Ir,Pd,Pt,Rh,Ru
0.193,0.206,0.203,0.203,0.196
0.295,0.221,0.221,0.201,0.060
0.267,0.237,0.198,0.244,0.053
0.269,0.218,0.261,0.210,0.042
0.303,0.205,0.230,0.221,0.041
0.305,0.229,0.220,0.229,0.017
0.316,0.188,0.239,0.231,0.026
0.307,0.193,0.237,0.237,0.026
0.304,0.200,0.235,0.235,0.026
0.304,0.200,0.235,0.235,0.026
