# Ir,Pd,Pt,Rh,Ru
0.162,0.206,0.247,0.203,0.182
0.187,0.213,0.273,0.247,0.080
0.214,0.176,0.321,0.229,0.061
0.200,0.192,0.346,0.215,0.046
0.185,0.226,0.323,0.242,0.024
0.190,0.207,0.347,0.223,0.033
0.188,0.214,0.375,0.205,0.018
0.191,0.218,0.355,0.218,0.018
0.189,0.234,0.342,0.216,0.018
0.189,0.225,0.342,0.216,0.027
0.191,0.227,0.345,0.218,0.018
0.191,0.227,0.345,0.218,0.018
