# Ir,Pd,Pt,Rh,Ru
0.182,0.240,0.166,0.216,0.196
0.209,0.261,0.172,0.276,0.082
0.171,0.286,0.210,0.286,0.048
0.240,0.260,0.198,0.250,0.052
0.202,0.263,0.232,0.232,0.071
0.225,0.275,0.235,0.235,0.029
0.187,0.275,0.275,0.242,0.022
0.185,0.283,0.272,0.239,0.022
0.202,0.287,0.255,0.255,0.000
0.211,0.284,0.253,0.253,0.000
0.224,0.276,0.245,0.245,0.010
0.224,0.276,0.245,0.245,0.010
