# Ir,Pd,Pt,Rh,Ru
0.209,0.135,0.193,0.236,0.226
0.253,0.148,0.241,0.241,0.117
0.241,0.158,0.226,0.308,0.068
0.258,0.141,0.234,0.320,0.047
0.248,0.149,0.231,0.306,0.066
0.266,0.161,0.250,0.274,0.048
0.262,0.167,0.254,0.278,0.040
0.262,0.167,0.254,0.278,0.040
