# Ir,Pd,Pt,Rh,Ru
0.193,0.169,0.257,0.199,0.182
0.237,0.219,0.260,0.225,0.059
0.217,0.224,0.266,0.231,0.063
0.225,0.239,0.225,0.210,0.101
0.225,0.271,0.240,0.194,0.070
0.237,0.267,0.237,0.178,0.081
0.260,0.276,0.244,0.157,0.063
0.256,0.280,0.248,0.160,0.056
0.252,0.285,0.252,0.163,0.049
0.262,0.287,0.230,0.172,0.049
0.262,0.287,0.230,0.172,0.049
