# Ir,Pd,Pt,Rh,Ru
0.216,0.236,0.162,0.189,0.196
0.276,0.260,0.160,0.182,0.122
0.265,0.253,0.173,0.198,0.111
0.245,0.259,0.177,0.238,0.082
0.246,0.275,0.176,0.218,0.085
0.260,0.282,0.160,0.229,0.069
0.260,0.276,0.179,0.228,0.057
0.260,0.282,0.168,0.237,0.053
0.260,0.282,0.176,0.229,0.053
0.256,0.286,0.173,0.226,0.060
0.260,0.290,0.176,0.221,0.053
0.260,0.290,0.176,0.221,0.053
