# Ir,Pd,Pt,Rh,Ru
0.179,0.223,0.233,0.193,0.172
0.202,0.197,0.306,0.231,0.064
0.188,0.208,0.312,0.243,0.049
0.167,0.238,0.333,0.230,0.032
0.156,0.242,0.344,0.211,0.047
0.175,0.242,0.350,0.200,0.033
0.179,0.256,0.342,0.197,0.026
0.183,0.243,0.348,0.200,0.026
0.181,0.250,0.353,0.190,0.026
0.183,0.243,0.357,0.191,0.026
0.190,0.241,0.353,0.190,0.026
0.181,0.241,0.353,0.190,0.034
0.190,0.241,0.353,0.190,0.026
0.190,0.241,0.353,0.190,0.026
