# Ir,Pd,Pt,Rh,Ru
0.166,0.203,0.253,0.189,0.189
0.171,0.222,0.297,0.222,0.089
0.188,0.217,0.290,0.210,0.094
0.215,0.244,0.274,0.193,0.074
0.165,0.245,0.309,0.209,0.072
0.183,0.286,0.302,0.198,0.032
0.185,0.261,0.319,0.185,0.050
0.193,0.272,0.307,0.184,0.044
0.192,0.269,0.327,0.173,0.038
0.194,0.282,0.301,0.175,0.049
0.204,0.282,0.311,0.165,0.039
0.188,0.277,0.327,0.158,0.050
0.190,0.280,0.330,0.160,0.040
0.190,0.280,0.330,0.160,0.040
