# Ir,Pd,Pt,Rh,Ru
0.240,0.179,0.176,0.203,0.203
0.298,0.202,0.179,0.208,0.113
0.306,0.184,0.197,0.204,0.109
0.288,0.199,0.192,0.219,0.103
0.315,0.223,0.177,0.215,0.069
0.299,0.197,0.188,0.222,0.094
0.283,0.221,0.177,0.248,0.071
0.280,0.224,0.187,0.252,0.056
0.286,0.219,0.190,0.248,0.057
0.262,0.215,0.187,0.280,0.056
0.262,0.215,0.187,0.280,0.056
0.262,0.215,0.187,0.280,0.056
