# Ir,Pd,Pt,Rh,Ru
0.257,0.166,0.172,0.240,0.166
0.296,0.173,0.140,0.263,0.128
0.260,0.195,0.156,0.247,0.143
0.240,0.212,0.199,0.226,0.123
0.246,0.201,0.209,0.231,0.112
0.230,0.214,0.214,0.222,0.119
0.244,0.203,0.236,0.236,0.081
0.250,0.202,0.234,0.234,0.081
0.256,0.200,0.232,0.232,0.080
0.250,0.210,0.234,0.234,0.073
0.254,0.205,0.238,0.230,0.074
0.250,0.202,0.250,0.226,0.073
0.250,0.202,0.250,0.226,0.073
