# Ir,Pd,Pt,Rh,Ru
0.213,0.186,0.226,0.186,0.189
0.273,0.192,0.250,0.203,0.081
0.299,0.195,0.240,0.201,0.065
0.303,0.183,0.254,0.197,0.063
0.292,0.204,0.248,0.190,0.066
0.270,0.214,0.262,0.190,0.063
0.260,0.195,0.276,0.211,0.057
0.270,0.197,0.279,0.205,0.049
0.279,0.189,0.270,0.205,0.057
0.280,0.195,0.263,0.212,0.051
0.280,0.195,0.263,0.212,0.051
0.280,0.195,0.263,0.212,0.051
