# Ir,Pd,Pt,Rh,Ru
0.203,0.206,0.223,0.149,0.220
0.280,0.229,0.234,0.154,0.103
0.295,0.223,0.217,0.175,0.090
0.284,0.257,0.196,0.196,0.068
0.281,0.252,0.209,0.187,0.072
0.271,0.257,0.200,0.186,0.086
0.263,0.241,0.219,0.197,0.080
0.261,0.246,0.217,0.203,0.072
0.273,0.242,0.220,0.205,0.061
0.281,0.250,0.211,0.195,0.062
0.281,0.242,0.211,0.203,0.062
0.276,0.244,0.213,0.205,0.063
0.280,0.240,0.216,0.200,0.064
0.278,0.238,0.214,0.206,0.063
0.278,0.238,0.214,0.206,0.063
