# Ir,Pd,Pt,Rh,Ru
0.240,0.169,0.226,0.189,0.176
0.275,0.170,0.228,0.240,0.088
0.288,0.219,0.247,0.192,0.055
0.294,0.210,0.238,0.189,0.070
0.279,0.228,0.243,0.184,0.066
0.295,0.233,0.248,0.163,0.062
0.291,0.213,0.260,0.157,0.079
0.304,0.208,0.272,0.160,0.056
0.310,0.198,0.278,0.159,0.056
0.302,0.198,0.286,0.159,0.056
0.304,0.200,0.280,0.160,0.056
0.304,0.200,0.280,0.160,0.056
