# Ir,Pd,Pt,Rh,Ru
0.220,0.189,0.196,0.226,0.169
0.267,0.199,0.248,0.242,0.043
0.277,0.208,0.231,0.231,0.054
0.256,0.240,0.279,0.186,0.039
0.280,0.220,0.263,0.195,0.042
0.287,0.226,0.261,0.183,0.043
0.272,0.219,0.289,0.184,0.035
0.277,0.223,0.277,0.188,0.036
0.277,0.223,0.277,0.188,0.036
