# Ir,Pd,Pt,Rh,Ru
0.166,0.186,0.209,0.243,0.196
0.235,0.203,0.196,0.294,0.072
0.294,0.167,0.214,0.286,0.040
0.254,0.203,0.237,0.271,0.034
0.245,0.209,0.227,0.273,0.045
0.243,0.207,0.234,0.270,0.045
0.261,0.207,0.243,0.252,0.036
0.255,0.200,0.264,0.255,0.027
0.255,0.200,0.264,0.255,0.027
