# Ir,Pd,Pt,Rh,Ru
0.199,0.213,0.199,0.216,0.172
0.261,0.202,0.191,0.255,0.090
0.260,0.227,0.201,0.260,0.052
0.278,0.219,0.205,0.245,0.053
0.252,0.211,0.231,0.272,0.034
0.254,0.218,0.225,0.268,0.035
0.259,0.209,0.223,0.273,0.036
0.268,0.203,0.217,0.275,0.036
0.261,0.201,0.224,0.284,0.030
0.265,0.206,0.221,0.279,0.029
0.263,0.212,0.219,0.277,0.029
0.281,0.207,0.215,0.267,0.030
0.288,0.197,0.220,0.265,0.030
0.284,0.209,0.209,0.269,0.030
0.284,0.209,0.209,0.269,0.030
