# Ir,Pd,Pt,Rh,Ru
0.186,0.203,0.186,0.186,0.240
0.201,0.235,0.242,0.242,0.081
0.229,0.237,0.237,0.246,0.051
0.223,0.281,0.215,0.198,0.083
0.250,0.315,0.194,0.185,0.056
0.274,0.264,0.208,0.208,0.047
0.297,0.267,0.208,0.198,0.030
0.313,0.263,0.222,0.192,0.010
0.308,0.250,0.221,0.192,0.029
0.327,0.248,0.218,0.178,0.030
0.337,0.255,0.214,0.184,0.010
0.340,0.247,0.216,0.186,0.010
0.340,0.247,0.216,0.186,0.010
