# Ir,Pd,Pt,Rh,Ru
0.216,0.182,0.203,0.196,0.203
0.264,0.170,0.245,0.220,0.101
0.267,0.176,0.206,0.267,0.084
0.230,0.180,0.230,0.279,0.082
0.221,0.213,0.230,0.254,0.082
0.223,0.205,0.232,0.277,0.062
0.216,0.224,0.241,0.267,0.052
0.217,0.235,0.235,0.270,0.043
0.217,0.235,0.235,0.270,0.043
