# Ir,Pd,Pt,Rh,Ru
0.199,0.209,0.203,0.203,0.186
0.269,0.211,0.199,0.240,0.082
0.258,0.235,0.220,0.227,0.061
0.284,0.250,0.224,0.198,0.043
0.286,0.238,0.229,0.210,0.038
0.292,0.255,0.226,0.208,0.019
0.284,0.248,0.220,0.193,0.055
0.301,0.252,0.233,0.194,0.019
0.297,0.257,0.238,0.188,0.020
0.304,0.255,0.225,0.186,0.029
0.300,0.260,0.230,0.190,0.020
0.297,0.257,0.238,0.188,0.020
0.297,0.257,0.238,0.188,0.020
