# Ir,Pd,Pt,Rh,Ru
0.189,0.189,0.203,0.220,0.199
0.243,0.215,0.221,0.210,0.110
0.245,0.182,0.252,0.201,0.119
0.246,0.179,0.231,0.224,0.119
0.252,0.187,0.220,0.244,0.098
0.252,0.193,0.218,0.252,0.084
0.259,0.205,0.232,0.223,0.080
0.301,0.221,0.204,0.204,0.071
0.282,0.218,0.218,0.209,0.073
0.287,0.204,0.222,0.213,0.074
0.284,0.211,0.220,0.211,0.073
0.284,0.211,0.220,0.211,0.073
