# Ir,Pd,Pt,Rh,Ru
0.189,0.172,0.240,0.193,0.206
0.218,0.231,0.245,0.211,0.095
0.205,0.270,0.287,0.189,0.049
0.221,0.257,0.248,0.212,0.062
0.234,0.207,0.270,0.225,0.063
0.218,0.236,0.327,0.191,0.027
0.238,0.248,0.295,0.171,0.048
0.261,0.226,0.313,0.165,0.035
0.224,0.259,0.319,0.172,0.026
0.209,0.273,0.318,0.173,0.027
0.213,0.278,0.324,0.167,0.019
0.211,0.275,0.321,0.174,0.018
0.211,0.275,0.321,0.174,0.018
