# Ir,Pd,Pt,Rh,Ru
0.196,0.182,0.209,0.176,0.236
0.242,0.188,0.235,0.221,0.114
0.250,0.203,0.258,0.164,0.125
0.245,0.200,0.236,0.200,0.118
0.245,0.206,0.255,0.196,0.098
0.265,0.194,0.265,0.204,0.071
0.263,0.222,0.263,0.192,0.061
0.252,0.214,0.252,0.204,0.078
0.269,0.202,0.250,0.212,0.067
0.275,0.206,0.255,0.206,0.059
0.275,0.206,0.255,0.206,0.059
0.275,0.206,0.255,0.206,0.059
