# Ir,Pd,Pt,Rh,Ru
0.176,0.196,0.247,0.182,0.199
0.226,0.250,0.226,0.177,0.122
0.214,0.241,0.269,0.193,0.083
0.219,0.226,0.336,0.146,0.073
0.213,0.221,0.328,0.172,0.066
0.196,0.241,0.330,0.179,0.054
0.214,0.241,0.330,0.170,0.045
0.211,0.237,0.325,0.175,0.053
0.212,0.239,0.327,0.177,0.044
0.212,0.239,0.327,0.177,0.044
