# Ir,Pd,Pt,Rh,Ru
0.209,0.176,0.216,0.182,0.216
0.255,0.234,0.241,0.179,0.090
0.240,0.215,0.240,0.215,0.091
0.268,0.259,0.241,0.179,0.054
0.255,0.236,0.245,0.191,0.073
0.241,0.231,0.250,0.213,0.065
0.252,0.206,0.252,0.215,0.075
0.265,0.196,0.255,0.216,0.069
0.257,0.188,0.267,0.218,0.069
0.250,0.190,0.270,0.220,0.070
0.248,0.190,0.267,0.219,0.076
0.248,0.190,0.267,0.219,0.076
